SONumber,LineNumber,ItemCode,ItemDescription,CustomerCode,CustomerName,OrderQuantity,UnitPrice,ExtendedLineAmount,Order date,Requested Ship date,lead_time_days,mfg_start_date,earliest_ship_date,feasibility,days_margin,Profit,late_penalty,holding_cost,adjusted_profit,ship_month
64971,4,3852,MEDISTRIP 1/4 IN X 3 IN BULK NON-STERILE,MEDL SLOV ,Medline Assembly Slovakia S.R.O,3.0,119.0,357.0,2026-02-05,2026-04-12,14,2026-03-17,2026-03-31,ON_TIME,12.0,151.9005,0.0,0.18,151.7205,2026-03
64974,4,3852,MEDISTRIP 1/4 IN X 3 IN BULK NON-STERILE,MEDL EURO ,Medline Assembly France SAS,1.0,119.0,119.0,2026-02-06,2026-04-13,14,2026-03-17,2026-03-31,ON_TIME,13.0,50.6335,0.0,0.065,50.5685,2026-03
64680,2,3853,MEDISTRIP 1 IN X 4 IN BULK NON-STERILE,MEDL SLOV ,Medline Assembly Slovakia S.R.O,3.0,196.5,589.5,2025-10-14,,14,2026-03-17,2026-03-31,NO_DEADLINE,,187.528545,-0.0,0.0,187.528545,2026-03
64712,4,3853,MEDISTRIP 1 IN X 4 IN BULK NON-STERILE,MEDL SLOV ,Medline Assembly Slovakia S.R.O,4.0,196.5,786.0,2025-10-27,2026-01-04,14,2026-03-17,2026-03-31,LATE,-86.0,250.03806,250.03806,0.0,0.0,2026-03
64761,4,3853,MEDISTRIP 1 IN X 4 IN BULK NON-STERILE,MEDL EURO ,Medline Assembly France SAS,1.0,196.5,196.5,2025-11-18,2026-01-26,14,2026-03-17,2026-03-31,LATE,-64.0,62.50951499999999,62.50951499999999,0.0,0.0,2026-03
64798,4,3853,MEDISTRIP 1 IN X 4 IN BULK NON-STERILE,MEDL SLOV ,Medline Assembly Slovakia S.R.O,6.0,196.5,1179.0,2025-12-08,2026-02-18,14,2026-03-17,2026-03-31,LATE,-41.0,375.05709,307.54681380000005,0.0,67.51027619999996,2026-03
64835,3,3853,MEDISTRIP 1 IN X 4 IN BULK NON-STERILE,MEDL EURO ,Medline Assembly France SAS,1.0,196.5,196.5,2025-12-23,2026-03-01,14,2026-03-17,2026-03-31,LATE,-30.0,62.50951499999999,37.505708999999996,0.0,25.003805999999997,2026-03
64845,4,3853,MEDISTRIP 1 IN X 4 IN BULK NON-STERILE,MEDL SLOV ,Medline Assembly Slovakia S.R.O,2.0,196.5,393.0,2025-12-29,2026-01-25,14,2026-03-17,2026-03-31,LATE,-65.0,125.01903,125.01903,0.0,0.0,2026-03
64902,5,3853,MEDISTRIP 1 IN X 4 IN BULK NON-STERILE,MEDL SLOV ,Medline Assembly Slovakia S.R.O,6.0,196.5,1179.0,2026-01-19,2026-03-29,14,2026-03-17,2026-03-31,LATE,-2.0,375.05709,15.0022836,0.0,360.0548064,2026-03
64971,5,3853,MEDISTRIP 1 IN X 4 IN BULK NON-STERILE,MEDL SLOV ,Medline Assembly Slovakia S.R.O,5.0,196.5,982.5,2026-02-05,2026-04-12,14,2026-03-17,2026-03-31,ON_TIME,12.0,312.54757499999994,0.0,0.3,312.2475749999999,2026-03
64974,5,3853,MEDISTRIP 1 IN X 4 IN BULK NON-STERILE,MEDL EURO ,Medline Assembly France SAS,2.0,196.5,393.0,2026-02-06,2026-04-13,14,2026-03-17,2026-03-31,ON_TIME,13.0,125.01903,0.0,0.13,124.88903,2026-03
64824,1,3917,KOB MEDICAL WC STRIPS 1/2 X 4 BULK NS 3/CD 46070945,KOB       ,KOB Medical Devices (Deutschland)GmbH,10.0,1925.0,19250.0,2025-12-11,2026-04-15,14,2026-04-01,2026-04-15,ON_TIME,0.0,8028.055830000001,-0.0,0.0,8028.055830000001,2026-04
64825,1,3917,KOB MEDICAL WC STRIPS 1/2 X 4 BULK NS 3/CD 46070945,KOB       ,KOB Medical Devices (Deutschland)GmbH,10.0,1925.0,19250.0,2025-12-11,2026-05-15,14,2026-04-01,2026-04-15,ON_TIME,30.0,8028.055830000001,0.0,1.5,8026.555830000001,2026-04
64559,1,3958,Harmac Filter Disc P3113306 Rev E,HARM IRE  ,Harmac Medical Products,202500.0,0.27,54675.0,2025-09-12,2026-03-06,0,2026-03-17,2026-03-17,LATE,-11.0,28557.1575,6282.5746500000005,0.0,22274.58285,2026-03
64781,1,3958,Harmac Filter Disc P3113306 Rev E,HARMAC    ,"Harmac Medical Products, Inc",108000.0,0.27,29160.0,2025-11-24,2026-02-23,0,2026-03-17,2026-03-17,LATE,-22.0,15230.484,6701.412960000001,0.0,8529.071039999999,2026-03
64816,1,3958,Harmac Filter Disc P3113306 Rev E,HARM IRE  ,Harmac Medical Products,202500.0,0.27,54675.0,2025-12-09,2026-04-05,0,2026-03-17,2026-03-17,ON_TIME,19.0,28557.1575,0.0,19237.5,9319.657500000001,2026-03
64880,1,3958,Harmac Filter Disc P3113306 Rev E,HARMAC    ,"Harmac Medical Products, Inc",108000.0,0.27,29160.0,2026-01-08,2026-05-08,0,2026-03-17,2026-03-17,ON_TIME,52.0,15230.484,0.0,28080.0,-12849.516,2026-03
64893,1,3958,Harmac Filter Disc P3113306 Rev E,HARM IRE  ,Harmac Medical Products,202500.0,0.27,54675.0,2026-01-13,2026-06-06,0,2026-03-17,2026-03-17,ON_TIME,81.0,28557.1575,0.0,82012.5,-53455.3425,2026-03
64769,1,4152,"McKESSON 61-82044 DRESSING, HYDROGEL SHEET STR LF 4X4",MCKESSON  ,McKesson Medical Surgical,1200.0,87.07,104484.0,2025-11-20,2025-12-05,0,2026-03-17,2026-03-17,LATE,-102.0,18490.645199999988,18490.645199999988,0.0,0.0,2026-03
64925,1,4191,"ARGENTUM 4 X 8 PRTD ISLAND DRESSING, NS, ID-48",ARGENTUM  ,"Argentum Medical, LLC",25000.0,0.68,17000.0,2026-01-21,2026-03-27,0,2026-03-27,2026-03-27,ON_TIME,0.0,8115.725,-0.0,0.0,8115.725,2026-03
64484,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",56.0,57.96,3245.76,2025-08-18,2025-11-13,0,2026-03-17,2026-03-17,LATE,-124.0,1277.989664,1277.989664,0.0,0.0,2026-03
64485,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",140.0,57.96,8114.4,2025-08-18,2025-11-13,0,2026-03-17,2026-03-17,LATE,-124.0,3194.97416,3194.97416,0.0,0.0,2026-03
64486,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",56.0,57.96,3245.76,2025-08-18,2025-11-13,0,2026-03-17,2026-03-17,LATE,-124.0,1277.989664,1277.989664,0.0,0.0,2026-03
64522,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",182.0,57.96,10548.72,2025-09-02,2025-11-28,0,2026-03-17,2026-03-17,LATE,-109.0,4153.466408,4153.466408,0.0,0.0,2026-03
64523,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",70.0,57.96,4057.2,2025-09-02,2025-11-28,0,2026-03-17,2026-03-17,LATE,-109.0,1597.48708,1597.48708,0.0,0.0,2026-03
64524,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",14.0,57.96,811.44,2025-09-02,2025-11-28,0,2026-03-17,2026-03-17,LATE,-109.0,319.497416,319.497416,0.0,0.0,2026-03
64526,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",28.0,57.96,1622.88,2025-09-02,2025-11-28,0,2026-03-17,2026-03-17,LATE,-109.0,638.994832,638.994832,0.0,0.0,2026-03
64527,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",294.0,57.96,17040.24,2025-09-02,2025-11-28,0,2026-03-17,2026-03-17,LATE,-109.0,6709.445736,6709.445736,0.0,0.0,2026-03
64531,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",14.0,57.96,811.44,2025-09-02,2025-11-28,0,2026-03-17,2026-03-17,LATE,-109.0,319.497416,319.497416,0.0,0.0,2026-03
64532,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",28.0,57.96,1622.88,2025-09-02,2025-11-28,0,2026-03-17,2026-03-17,LATE,-109.0,638.994832,638.994832,0.0,0.0,2026-03
64533,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",210.0,57.96,12171.6,2025-09-02,2025-11-28,0,2026-03-17,2026-03-17,LATE,-109.0,4792.46124,4792.46124,0.0,0.0,2026-03
64534,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",14.0,57.96,811.44,2025-09-02,2025-11-28,0,2026-03-17,2026-03-17,LATE,-109.0,319.497416,319.497416,0.0,0.0,2026-03
64535,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",14.0,57.96,811.44,2025-09-02,2025-11-28,0,2026-03-17,2026-03-17,LATE,-109.0,319.497416,319.497416,0.0,0.0,2026-03
64536,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",28.0,57.96,1622.88,2025-09-02,2025-11-28,0,2026-03-17,2026-03-17,LATE,-109.0,638.994832,638.994832,0.0,0.0,2026-03
64538,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",14.0,57.96,811.44,2025-09-02,2025-11-28,0,2026-03-17,2026-03-17,LATE,-109.0,319.497416,319.497416,0.0,0.0,2026-03
64539,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",42.0,57.96,2434.32,2025-09-02,2025-11-28,0,2026-03-17,2026-03-17,LATE,-109.0,958.492248,958.492248,0.0,0.0,2026-03
64565,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",112.0,57.96,6491.52,2025-09-15,2025-12-11,0,2026-03-17,2026-03-17,LATE,-96.0,2555.979328,2555.979328,0.0,0.0,2026-03
64567,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",126.0,57.96,7302.96,2025-09-15,2025-12-11,0,2026-03-17,2026-03-17,LATE,-96.0,2875.476744,2875.476744,0.0,0.0,2026-03
64570,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",14.0,57.96,811.44,2025-09-15,2025-12-11,0,2026-03-17,2026-03-17,LATE,-96.0,319.497416,319.497416,0.0,0.0,2026-03
64572,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",28.0,57.96,1622.88,2025-09-15,2025-12-11,0,2026-03-17,2026-03-17,LATE,-96.0,638.994832,638.994832,0.0,0.0,2026-03
64573,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",98.0,57.96,5680.08,2025-09-15,2025-12-11,0,2026-03-17,2026-03-17,LATE,-96.0,2236.481912,2236.481912,0.0,0.0,2026-03
64625,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",56.0,57.96,3245.76,2025-09-29,2025-12-26,0,2026-03-17,2026-03-17,LATE,-81.0,1277.989664,1277.989664,0.0,0.0,2026-03
64626,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",28.0,57.96,1622.88,2025-09-30,2025-12-29,0,2026-03-17,2026-03-17,LATE,-78.0,638.994832,638.994832,0.0,0.0,2026-03
64627,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",182.0,57.96,10548.72,2025-09-29,2025-12-26,0,2026-03-17,2026-03-17,LATE,-81.0,4153.466408,4153.466408,0.0,0.0,2026-03
64628,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",42.0,57.96,2434.32,2025-09-30,2025-12-29,0,2026-03-17,2026-03-17,LATE,-78.0,958.492248,958.492248,0.0,0.0,2026-03
64629,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",28.0,57.96,1622.88,2025-09-30,2025-12-29,0,2026-03-17,2026-03-17,LATE,-78.0,638.994832,638.994832,0.0,0.0,2026-03
64630,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",14.0,57.96,811.44,2025-09-29,2025-12-26,0,2026-03-17,2026-03-17,LATE,-81.0,319.497416,319.497416,0.0,0.0,2026-03
64631,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",14.0,57.96,811.44,2025-09-30,2025-12-29,0,2026-03-17,2026-03-17,LATE,-78.0,319.497416,319.497416,0.0,0.0,2026-03
64632,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",182.0,57.96,10548.72,2025-09-30,2025-12-29,0,2026-03-17,2026-03-17,LATE,-78.0,4153.466408,4153.466408,0.0,0.0,2026-03
64633,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",28.0,57.96,1622.88,2025-09-30,2025-12-29,0,2026-03-17,2026-03-17,LATE,-78.0,638.994832,638.994832,0.0,0.0,2026-03
64635,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",28.0,57.96,1622.88,2025-09-29,2025-12-26,0,2026-03-17,2026-03-17,LATE,-81.0,638.994832,638.994832,0.0,0.0,2026-03
64636,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",14.0,57.96,811.44,2025-09-29,2025-12-26,0,2026-03-17,2026-03-17,LATE,-81.0,319.497416,319.497416,0.0,0.0,2026-03
64639,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",14.0,57.96,811.44,2025-09-30,2025-12-29,0,2026-03-17,2026-03-17,LATE,-78.0,319.497416,319.497416,0.0,0.0,2026-03
64641,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",182.0,57.96,10548.72,2025-09-29,2025-12-26,0,2026-03-17,2026-03-17,LATE,-81.0,4153.466408,4153.466408,0.0,0.0,2026-03
64642,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",14.0,57.96,811.44,2025-09-29,2025-12-26,0,2026-03-17,2026-03-17,LATE,-81.0,319.497416,319.497416,0.0,0.0,2026-03
64643,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",28.0,57.96,1622.88,2025-09-29,2025-12-26,0,2026-03-17,2026-03-17,LATE,-81.0,638.994832,638.994832,0.0,0.0,2026-03
64667,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",28.0,57.96,1622.88,2025-10-13,2026-01-09,0,2026-03-17,2026-03-17,LATE,-67.0,638.994832,638.994832,0.0,0.0,2026-03
64669,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",140.0,57.96,8114.4,2025-10-13,2026-01-09,0,2026-03-17,2026-03-17,LATE,-67.0,3194.97416,3194.97416,0.0,0.0,2026-03
64670,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",28.0,57.96,1622.88,2025-10-13,2026-01-09,0,2026-03-17,2026-03-17,LATE,-67.0,638.994832,638.994832,0.0,0.0,2026-03
64672,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",14.0,57.96,811.44,2025-10-13,2026-01-09,0,2026-03-17,2026-03-17,LATE,-67.0,319.497416,319.497416,0.0,0.0,2026-03
64673,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",84.0,57.96,4868.64,2025-10-13,2026-01-09,0,2026-03-17,2026-03-17,LATE,-67.0,1916.984496,1916.984496,0.0,0.0,2026-03
64674,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",56.0,57.96,3245.76,2025-10-13,2026-01-09,0,2026-03-17,2026-03-17,LATE,-67.0,1277.989664,1277.989664,0.0,0.0,2026-03
64675,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",70.0,57.96,4057.2,2025-10-13,2026-01-09,0,2026-03-17,2026-03-17,LATE,-67.0,1597.48708,1597.48708,0.0,0.0,2026-03
64676,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",14.0,57.96,811.44,2025-10-13,2026-01-09,0,2026-03-17,2026-03-17,LATE,-67.0,319.497416,319.497416,0.0,0.0,2026-03
64678,10,4357,CURAD MEDIPLAST WART REMOVER CUR01496,MEDL      ,"Medline Industries, Inc.",112.0,57.96,6491.52,2025-10-13,2026-01-09,0,2026-03-17,2026-03-17,LATE,-67.0,2555.979328,2555.979328,0.0,0.0,2026-03
64795,1,4557,PREVENA PEEL AND PLACE TEGADERM SHORT (13Cm)  # 416129 Rev E,KCI IRE   ,KCII-IRE-IRM,40000.0,1.247,49880.0,2025-12-05,2026-03-22,0,2026-03-22,2026-03-22,ON_TIME,0.0,19807.000000000007,-0.0,0.0,19807.000000000007,2026-03
64977,1,4557,PREVENA PEEL AND PLACE TEGADERM SHORT (13Cm)  # 416129 Rev E,KCI IRE   ,KCII-IRE-IRM,40000.0,1.247,49880.0,2026-02-09,2026-06-01,0,2026-03-22,2026-03-22,ON_TIME,71.0,19807.000000000007,0.0,14200.0,5607.000000000007,2026-03
64818,1,4785,"MEDLINE 119883 10""x16"" Instrument Drape",MEDL      ,"Medline Industries, Inc.",9.0,160.0,1440.0,2025-12-10,2025-12-16,0,2026-03-17,2026-03-17,LATE,-91.0,1003.089636,1003.089636,0.0,0.0,2026-03
64836,1,4785,"MEDLINE 119883 10""x16"" Instrument Drape",MEDL      ,"Medline Industries, Inc.",2.0,160.0,320.0,2025-12-23,,0,2026-03-17,2026-03-17,NO_DEADLINE,,222.908808,-0.0,0.0,222.908808,2026-03
64842,1,4785,"MEDLINE 119883 10""x16"" Instrument Drape",MEDL      ,"Medline Industries, Inc.",1.0,160.0,160.0,2025-12-29,2026-01-05,0,2026-03-17,2026-03-17,LATE,-71.0,111.454404,111.454404,0.0,0.0,2026-03
64848,1,4785,"MEDLINE 119883 10""x16"" Instrument Drape",MEDL      ,"Medline Industries, Inc.",10.0,160.0,1600.0,2025-12-30,2026-01-07,0,2026-03-17,2026-03-17,LATE,-69.0,1114.54404,1114.54404,0.0,0.0,2026-03
64851,1,4785,"MEDLINE 119883 10""x16"" Instrument Drape",MEDL      ,"Medline Industries, Inc.",46.0,160.0,7360.0,2025-12-30,2026-01-07,0,2026-03-17,2026-03-17,LATE,-69.0,5126.902584,5126.902584,0.0,0.0,2026-03
64897,1,4785,"MEDLINE 119883 10""x16"" Instrument Drape",MEDL      ,"Medline Industries, Inc.",1.0,160.0,160.0,2026-01-13,2026-01-20,0,2026-03-17,2026-03-17,LATE,-56.0,111.454404,111.454404,0.0,0.0,2026-03
64957,1,4785,"MEDLINE 119883 10""x16"" Instrument Drape",MEDL      ,"Medline Industries, Inc.",9.0,160.0,1440.0,2026-02-04,2026-02-10,0,2026-03-17,2026-03-17,LATE,-35.0,1003.089636,702.1627452000001,0.0,300.9268907999999,2026-03
64981,1,4785,"MEDLINE 119883 10""x16"" Instrument Drape",MEDL      ,"Medline Industries, Inc.",2.0,160.0,320.0,2026-02-10,2026-02-17,0,2026-03-17,2026-03-17,LATE,-28.0,222.908808,124.82893248,0.0,98.07987551999999,2026-03
65004,1,4785,"MEDLINE 119883 10""x16"" Instrument Drape",MEDL      ,"Medline Industries, Inc.",1.0,160.0,160.0,2026-02-17,2026-02-24,0,2026-03-17,2026-03-17,LATE,-21.0,111.454404,46.81084968,0.0,64.64355431999999,2026-03
64978,1,4804,"KCI PEEL AND PLACE PREVENA LONG (35Cm)-416697, Rev D",KCI IRE   ,KCII-IRE-IRM,20000.0,3.4189,68378.0,2026-02-09,2026-07-22,0,2026-07-22,2026-07-22,ON_TIME,0.0,37319.49999999999,-0.0,0.0,37319.49999999999,2026-07
64498,1,4978,EMED SOFT-SITE TEGADERM DRESSING 112X51MM  MS-0010201,EMED      ,EMED Technologies Corp,180000.0,0.1507,27126.0,2025-08-25,2026-03-16,0,2026-03-17,2026-03-17,LATE,-1.0,7341.12,146.8224,0.0,7194.2976,2026-03
64499,1,4978,EMED SOFT-SITE TEGADERM DRESSING 112X51MM  MS-0010201,EMED      ,EMED Technologies Corp,180000.0,0.1507,27126.0,2025-08-25,2026-05-01,0,2026-03-17,2026-03-17,ON_TIME,45.0,7341.12,0.0,40500.0,-33158.88,2026-03
64934,1,4978,EMED SOFT-SITE TEGADERM DRESSING 112X51MM  MS-0010201,EMED      ,EMED Technologies Corp,140000.0,0.1507,21098.0,2026-01-29,2026-09-14,0,2026-03-17,2026-03-17,ON_TIME,181.0,5709.76,0.0,126700.0,-120990.24,2026-03
64935,1,4978,EMED SOFT-SITE TEGADERM DRESSING 112X51MM  MS-0010201,EMED      ,EMED Technologies Corp,140000.0,0.1507,21098.0,2026-01-29,2026-10-14,0,2026-03-17,2026-03-17,ON_TIME,211.0,5709.76,0.0,147700.0,-141990.24,2026-03
64936,1,4978,EMED SOFT-SITE TEGADERM DRESSING 112X51MM  MS-0010201,EMED      ,EMED Technologies Corp,120000.0,0.1507,18084.0,2026-01-29,2026-11-17,0,2026-03-17,2026-03-17,ON_TIME,245.0,4894.08,0.0,147000.0,-142105.92,2026-03
64688,1,5005,IMPLUS SKIN BLISTER PADS 4742300,IMPLUS    ,Implus LLC,15600.0,3.0,46800.0,2025-10-20,2025-12-29,14,2026-03-17,2026-03-31,LATE,-92.0,24278.3424,24278.3424,0.0,0.0,2026-03
65014,1,5045,FREUDENBERG 30cm X 47cm Nonwoven Sheets 122P0463,FREUD     ,Freudenberg Performance Materials LP,25000.0,1.63,40750.0,2026-02-24,2026-08-03,0,2026-03-17,2026-03-17,ON_TIME,139.0,14909.999999999996,0.0,17375.0,-2465.0000000000036,2026-03
64057,1,5045,FREUDENBERG 30cm X 47cm Nonwoven Sheets 122P0463,FREUD     ,Freudenberg Performance Materials LP,25000.0,1.63,40750.0,2025-04-10,2025-10-31,0,2026-03-17,2026-03-17,LATE,-137.0,14909.999999999996,14909.999999999996,0.0,0.0,2026-03
64155,1,5045,FREUDENBERG 30cm X 47cm Nonwoven Sheets 122P0463,FREUD     ,Freudenberg Performance Materials LP,25000.0,1.63,40750.0,2025-05-12,2026-01-12,0,2026-03-17,2026-03-17,LATE,-64.0,14909.999999999996,14909.999999999996,0.0,0.0,2026-03
64879,1,5045,FREUDENBERG 30cm X 47cm Nonwoven Sheets 122P0463,FREUD     ,Freudenberg Performance Materials LP,25000.0,1.63,40750.0,2026-01-07,2026-06-05,0,2026-03-17,2026-03-17,ON_TIME,80.0,14909.999999999996,0.0,10000.0,4909.999999999996,2026-03
64161,10,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",1.0,63.42,63.42,2025-05-12,2025-08-06,0,2026-03-17,2026-03-17,LATE,-223.0,22.052907000000005,22.052907000000005,0.0,0.0,2026-03
64162,10,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",3.0,63.42,190.26,2025-05-12,2025-08-06,0,2026-03-17,2026-03-17,LATE,-223.0,66.15872100000001,66.15872100000001,0.0,0.0,2026-03
64168,20,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",7.0,63.42,443.94,2025-05-12,2025-08-06,0,2026-03-17,2026-03-17,LATE,-223.0,154.37034900000003,154.37034900000003,0.0,0.0,2026-03
64175,20,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",12.0,63.42,761.04,2025-05-12,2025-08-06,0,2026-03-17,2026-03-17,LATE,-223.0,264.63488400000006,264.63488400000006,0.0,0.0,2026-03
64226,10,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",2.0,63.42,126.84,2025-05-27,2025-08-20,0,2026-03-17,2026-03-17,LATE,-209.0,44.10581400000001,44.10581400000001,0.0,0.0,2026-03
64254,20,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",2.0,63.42,126.84,2025-06-09,2025-09-03,0,2026-03-17,2026-03-17,LATE,-195.0,44.10581400000001,44.10581400000001,0.0,0.0,2026-03
64315,30,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",1.0,63.42,63.42,2025-06-23,2025-09-17,0,2026-03-17,2026-03-17,LATE,-181.0,22.052907000000005,22.052907000000005,0.0,0.0,2026-03
64349,10,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",4.0,63.42,253.68,2025-07-07,2025-09-30,0,2026-03-17,2026-03-17,LATE,-168.0,88.21162800000002,88.21162800000002,0.0,0.0,2026-03
64390,10,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",3.0,63.42,190.26,2025-07-21,2025-10-15,0,2026-03-17,2026-03-17,LATE,-153.0,66.15872100000001,66.15872100000001,0.0,0.0,2026-03
64393,10,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",2.0,63.42,126.84,2025-07-21,2025-10-15,0,2026-03-17,2026-03-17,LATE,-153.0,44.10581400000001,44.10581400000001,0.0,0.0,2026-03
64397,20,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",2.0,63.42,126.84,2025-07-21,2025-10-15,0,2026-03-17,2026-03-17,LATE,-153.0,44.10581400000001,44.10581400000001,0.0,0.0,2026-03
64401,10,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",1.0,63.42,63.42,2025-07-21,2025-10-15,0,2026-03-17,2026-03-17,LATE,-153.0,22.052907000000005,22.052907000000005,0.0,0.0,2026-03
64402,20,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",1.0,63.42,63.42,2025-07-21,2025-10-15,0,2026-03-17,2026-03-17,LATE,-153.0,22.052907000000005,22.052907000000005,0.0,0.0,2026-03
64473,20,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",1.0,63.42,63.42,2025-08-18,2025-11-13,0,2026-03-17,2026-03-17,LATE,-124.0,22.052907000000005,22.052907000000005,0.0,0.0,2026-03
64572,20,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,MEDL      ,"Medline Industries, Inc.",33.0,63.42,2092.86,2025-09-15,2025-12-11,0,2026-03-17,2026-03-17,LATE,-96.0,727.7459310000002,727.7459310000002,0.0,0.0,2026-03
